,id,color,gender,neighborhood,education,income_raw,income_biased,income_biased2,income_standard,approval,const
21,658,blue,0,N1,e1,429.0158634545693,386.1142771091124,438.29167898151906,-1.0903001283907963,1,1
22,685,blue,0,N1,e1,455.4207284508057,409.87865560572516,439.1742513610062,-1.088394462886577,0,1
23,686,blue,0,N1,e1,488.22705101383565,439.4043459124521,409.1660904976299,-1.1531886013974928,0,1
24,697,blue,0,N1,e1,617.6079059635225,555.8471153671703,412.20765591156226,-1.1466212008954224,1,1
25,711,blue,0,N1,e1,652.0211856692579,586.8190671023322,504.1041454690187,-0.9481967156308223,0,1
26,779,blue,0,N4,e1,369.15253690746766,332.2372832167209,501.40669955145523,-0.9540210873810292,1,1
27,786,blue,0,N1,e1,431.5537798750763,388.3984018875687,365.3634099763575,-1.2477681046788343,1,1
28,793,blue,0,N1,e1,469.8612083360542,422.87508750244876,374.99222971662755,-1.2269773910197,0,1
29,802,blue,0,N1,e1,388.48965478132516,349.64068930319263,513.0000022296043,-0.9289886282794204,1,1
30,912,blue,0,N1,e1,524.4785087966571,472.03065791699146,398.5027258673861,-1.17621312222668,1,1
31,939,blue,0,N1,e1,424.63502890936593,382.17152601842935,441.1904367851647,-1.084041080543974,0,1
32,950,blue,0,N4,e1,494.22475027486723,444.8022752473805,478.02124256240427,-1.0045153694594393,0,1
33,993,blue,0,N1,e1,540.005075727721,486.00456815494886,370.6096304658265,-1.2364403749122184,1,1
34,1031,blue,0,N1,e1,390.19766910422805,351.17790219380527,431.04057972168204,-1.1059568269781357,1,1
35,1092,blue,0,N1,e1,304.5077358876449,274.0569622988804,334.99521026716644,-1.3133396452755106,1,1
36,1191,blue,0,N1,e1,476.4235262974642,428.7811736677178,356.52844221723706,-1.2668447194480712,0,1
37,1259,blue,0,N1,e1,331.91027143557733,298.7192442920196,402.3894856624006,-1.167820763439235,1,1
38,1351,blue,0,N1,e1,467.45240241235075,420.70716217111567,298.7426434269199,-1.391616812873941,1,1
39,1379,blue,0,N1,e1,413.9256195351442,372.5330575816298,321.046664284381,-1.3434575863432523,0,1
40,1398,blue,0,N2,e1,394.33208750928134,354.8988787583532,478.75618326507936,-1.0029284728181143,1,1
41,1428,blue,0,N1,e1,513.6551171719333,462.28960545473996,518.360627813984,-0.9174138730586375,1,1
42,1470,blue,0,N1,e1,561.3765993807139,505.2389394426425,410.78254572198966,-1.149698323396761,1,1
43,1508,blue,0,N1,e1,485.9469472155622,437.352252494006,564.027107897562,-0.8188100216159265,0,1
44,1516,blue,0,N2,e1,497.8181203130074,448.0363082817067,599.554093740067,-0.7420995410224946,1,1
45,1531,blue,0,N1,e1,512.6218467620106,461.35966208580953,460.5022143421538,-1.0423427573572739,1,1
46,1622,blue,0,N1,e1,432.3952755220929,389.15574796988363,447.1130109341225,-1.0712529562901785,1,1
47,1688,blue,0,N1,e1,513.6540951590716,462.28868564316446,464.15999069457234,-1.0344448235685422,0,1
48,1708,blue,0,N1,e1,478.55683099138,430.70114789224203,459.6928659488275,-1.044090316367622,0,1
49,1729,blue,0,N2,e1,500.8772775188144,450.78954976693296,395.79322059148234,-1.182063532751413,0,1
50,1822,blue,0,N1,e1,482.1142174404237,433.90279569638136,394.44784807386645,-1.1849684842961634,1,1
51,1882,blue,0,N1,e1,589.5954917766301,530.6359425989671,426.15436832457715,-1.1165072189031544,0,1
52,1896,blue,0,N1,e1,476.36583768789615,428.72925391910655,504.4866786061337,-0.9473707434833092,0,1
53,1928,blue,0,N4,e1,297.06518699343974,267.35866829409576,278.2071989136016,-1.4359572988583083,0,1
54,1933,blue,0,N1,e1,586.440584270708,527.7965258436371,397.63347655497773,-1.1780900203346696,0,1
55,2031,blue,0,N3,e1,427.32562570334215,384.59306313300794,426.08637808940057,-1.1166540245916297,1,1
56,2041,blue,0,N1,e1,438.58740317734214,394.72866285960794,358.01460102818453,-1.2636357797105056,0,1
57,2096,blue,0,N1,e1,600.0000026077244,540.000002346952,296.59889591032504,-1.396245629486698,0,1
58,2126,blue,0,N1,e1,592.0258760970105,532.8232884873095,572.6760519045426,-0.80013507254081,0,1
59,2227,blue,0,N1,e1,562.5656761445497,506.3091085300947,310.53189948688544,-1.3661612478505498,1,1
60,2266,blue,0,N3,e1,466.0850594940189,419.476553544617,449.62211564864174,-1.0658352541140557,0,1
61,2275,blue,0,N1,e1,604.2293473702551,543.8064126332297,232.52443429501668,-1.5345963121498787,0,1
62,2322,blue,0,N2,e1,392.5086705660942,353.2578035094848,452.9342608651872,-1.0586836130352772,0,1
63,2385,blue,0,N1,e1,516.0122067662745,464.41098608964705,495.89593274072996,-0.9659200301273431,0,1
64,2387,blue,0,N1,e1,311.37844347821056,280.2405991303895,615.6789864023519,-0.7072823946671885,1,1
65,2399,blue,0,N1,e1,559.0891725876073,503.1802553288466,339.1528293242361,-1.3043624424977098,0,1
66,2405,blue,0,N1,e1,314.62672551658216,283.16405296492394,429.2393018598043,-1.1098461772055799,0,1
67,2454,blue,0,N1,e1,597.5626059498387,537.8063453548549,366.942373072203,-1.2443587803286473,0,1
68,2457,blue,0,N1,e1,612.6801924289675,551.4121731860708,234.6850408437959,-1.529931093224048,0,1
69,2488,blue,0,N1,e1,476.94705883193427,429.25235294874085,266.8581581759681,-1.4604623433649753,0,1
70,2543,blue,0,N1,e1,433.4615561003819,390.11540049034375,412.54026930375676,-1.1459030163221473,1,1
71,2575,blue,0,N3,e1,504.14102891424795,453.7269260228232,384.7198276634873,-1.2059733937531905,1,1
72,2579,blue,0,N4,e1,513.3742429981231,462.0368186983108,503.98706304317176,-0.9484495220241251,0,1
73,2585,blue,0,N1,e1,533.2922724602971,479.9630452142674,339.6032755884019,-1.3033898311549166,0,1
74,2592,blue,0,N1,e1,404.0955322588038,363.68597903292346,283.5308418463156,-1.4244623972168713,1,1
75,2600,blue,0,N1,e1,427.52076806361987,384.7686912572579,504.77510912877705,-0.9467479593240261,0,1
76,2630,blue,0,N4,e1,496.31219407052475,446.6809746634723,367.0334213928316,-1.2441621872243627,1,1
77,2664,blue,0,N1,e1,391.8072634703701,352.6265371233331,331.0169872006384,-1.3219294931363479,1,1
78,2746,blue,0,N4,e1,700.9539650797116,630.8585685717404,438.5051497077164,-1.089839198716891,0,1
79,2749,blue,0,N1,e1,516.0577037834281,464.4519334050853,563.1587459866262,-0.8206850036313506,1,1
80,2762,blue,0,N1,e1,539.5685955200065,485.61173596800586,324.61895041300124,-1.3357442445202639,0,1
81,2814,blue,0,N1,e1,492.90717811271185,443.61646030144067,433.1756481771977,-1.1013467503437557,0,1
82,2844,blue,0,N1,e1,754.5382788415184,679.0844509573666,524.5839542320946,-0.9039763593179728,0,1
83,2863,blue,0,N1,e1,416.99233007863984,375.29309707077584,418.2857502726878,-1.133497274717133,1,1
84,3003,blue,0,N2,e1,502.75338096786595,452.47804287107937,393.2619160647643,-1.1875291691449332,0,1
85,3004,blue,0,N1,e1,639.5167393492817,575.5650654143535,431.0611536737408,-1.105912403345995,0,1
86,3027,blue,0,N1,e1,470.6309773829247,423.5678796446322,488.95323128563405,-0.9809108308555023,1,1
87,3029,blue,0,N1,e1,597.2187069818093,537.4968362836283,392.9786862565673,-1.1881407238318826,0,1
88,3056,blue,0,N1,e1,464.32201707609454,417.8898153684851,414.6029712460579,-1.141449194711263,0,1
89,3064,blue,0,N3,e1,349.40660049932154,314.4659404493894,478.8557777963201,-1.0027134265884727,0,1
90,3109,blue,0,N1,e1,587.1963381767241,528.4767043590517,307.27202157414627,-1.3732000324654539,1,1
91,3110,blue,0,N3,e1,375.4931746016152,337.9438571414537,398.0962882807116,-1.1770907092739817,1,1
92,3125,blue,0,N1,e1,559.948752356818,503.9538771211362,265.84874481090566,-1.4626418861129762,1,1
93,3142,blue,0,N1,e1,577.718873767287,519.9469863905583,523.9704241651084,-0.9053011040206523,0,1
94,3150,blue,0,N1,e1,606.2697401333146,545.6427661199832,435.0118599972667,-1.097381970111251,0,1
95,3155,blue,0,N1,e1,433.04086063601073,389.7367745724097,466.4367718366294,-1.02952875845715,0,1
96,3249,blue,0,N1,e1,480.4474218970639,432.40267970735755,261.7684126084955,-1.4714522097811682,1,1
97,3323,blue,0,N2,e1,425.8772582575858,383.28953243182724,539.7465760193755,-0.8712369648330296,1,1
98,3330,blue,0,N1,e1,659.6808279503649,593.7127451553284,378.84159845148355,-1.2186657676542623,0,1
99,3338,blue,0,N1,e1,701.232858175517,631.1095723579652,384.7914654682772,-1.2058187121694939,0,1
100,3341,blue,0,N1,e1,538.5990811019343,484.7391729917409,495.09055698019995,-0.9676590113604383,0,1
101,3342,blue,0,N1,e1,528.6657268567151,475.7991541710436,352.33443903710094,-1.2759004834519432,1,1
102,3371,blue,0,N1,e1,392.4332390431715,353.18991513885436,345.25900633813933,-1.291177879771179,1,1
103,3399,blue,0,N1,e1,645.8192477181121,581.237322946301,392.7531681881099,-1.188627666334986,0,1
104,3415,blue,0,N3,e1,445.17975108509694,400.66177597658725,458.1841827531825,-1.0473478911451226,1,1
105,3421,blue,0,N1,e1,720.7929217794185,648.7136296014767,360.19899515437663,-1.2589191982372419,0,1
106,3426,blue,0,N1,e1,522.9391940749971,470.6452746674974,517.010782849063,-0.9203284815887489,0,1
107,3429,blue,0,N1,e1,489.8465624764483,440.8619062288035,541.9344890419507,-0.8665127852980022,0,1
108,3430,blue,0,N4,e1,295.617248367377,266.0555235306393,387.01355861086284,-1.201020730329808,0,1
109,3462,blue,0,N1,e1,575.6835911991852,518.1152320792668,331.6474840466956,-1.320568113471659,0,1
110,3491,blue,0,N1,e1,415.0040076026199,373.5036068423579,557.4313950520456,-0.8330515985534922,0,1
111,3566,blue,0,N3,e1,542.877182098915,488.58946388902353,405.0912878689743,-1.161986985514661,1,1
112,3595,blue,0,N4,e1,574.4221899126928,516.9799709214236,437.83371533003356,-1.0912889714059486,0,1
113,3597,blue,0,N1,e1,537.6524747939503,483.8872273145553,297.58858936931233,-1.3941086663000193,0,1
114,3601,blue,0,N1,e1,462.91604747541794,416.62444272787616,208.33872322034355,-1.5868185166525854,0,1
115,3658,blue,0,N2,e1,512.7481587793685,461.4733429014317,434.7418189389532,-1.0979650474219753,1,1
116,3685,blue,0,N4,e1,555.2978837145888,499.7680953431299,402.4484484151763,-1.167693450046464,0,1
117,3713,blue,0,N1,e1,501.3209145064767,451.18882305582906,461.1280642987339,-1.0409914113364922,0,1
118,3766,blue,0,N1,e1,439.1327197847592,395.2194478062833,371.96158649253437,-1.2335212081410856,1,1
119,3813,blue,0,N1,e1,461.3425123670953,415.2082611303858,440.3526923038914,-1.0858499528771872,0,1
120,3815,blue,0,N1,e1,656.4830405035065,590.8347364531559,343.4234304551204,-1.2951412868774366,0,1
121,3847,blue,0,N1,e1,489.76874144530234,440.79186730077214,494.5378975299373,-0.9688523231776043,0,1
122,3888,blue,0,N4,e1,476.3137133180752,428.6823419862677,405.2576521978105,-1.1616277687864194,0,1
123,3926,blue,0,N1,e1,409.4714977923349,368.5243480131014,463.9157532390573,-1.0349721852950486,0,1
124,3960,blue,0,N1,e1,452.46452366757484,407.21807130081737,411.5278695826469,-1.1480890072616343,1,1
125,3963,blue,0,N4,e1,498.4261617831312,448.5835456048181,523.4337491285376,-0.9064599020160791,0,1
126,4039,blue,0,N4,e1,590.0428989545424,531.0386090590881,486.752673033043,-0.9856623141892824,1,1
127,4043,blue,0,N1,e1,325.3885367410545,292.84968306694907,351.0142780313506,-1.2787509978654303,0,1
128,4072,blue,0,N1,e1,421.8260856908313,379.64347712174816,462.042665767264,-1.03901658807078,0,1
129,4087,blue,0,N1,e1,465.0683936315529,418.56155426839763,589.2708243371321,-0.7643033536810707,0,1
130,4114,blue,0,N1,e1,419.2330733111571,377.3097659800414,251.07419032363697,-1.4945433589904262,0,1
131,4133,blue,0,N1,e1,439.36877430217385,395.4318968719565,402.61728614719254,-1.1673288927034153,0,1
132,4176,blue,0,N4,e1,501.0888797233125,450.9799917509813,384.8835526096851,-1.205619876025465,1,1
133,4185,blue,0,N1,e1,498.3466410402346,448.51197693621117,506.65564721351893,-0.9426874690563093,0,1
134,4248,blue,0,N4,e1,454.7747229291096,409.29725063619867,258.7723019397372,-1.4779214636134643,0,1
135,4274,blue,0,N4,e1,418.7305275183445,376.85747476651005,450.4168676369942,-1.064119211913083,0,1
136,4284,blue,0,N1,e1,346.89929346236846,312.2093641161316,411.1255829307583,-1.1489576315389514,0,1
137,4303,blue,0,N1,e1,514.6055848297891,463.1450263468102,414.2666798784059,-1.142175320832583,1,1
138,4307,blue,0,N1,e1,469.53489158741536,422.5814024286738,477.28452188154745,-1.0061061094603554,0,1
139,4347,blue,0,N3,e1,669.7965519351376,602.8168967416239,379.49224092140776,-1.2172608892110517,0,1
140,4349,blue,0,N1,e1,415.52408523840444,373.971676714564,479.5080219882667,-1.001305089679445,1,1
141,4355,blue,0,N1,e1,546.5433090080779,491.88897810727013,253.86691896065204,-1.4885132511489625,0,1
142,4382,blue,0,N1,e1,432.36540075258233,389.1288606773241,377.684013366354,-1.2211652453358683,0,1
143,4383,blue,0,N4,e1,363.1952040782286,326.87568367040575,562.5659556974391,-0.8219649666480907,1,1
144,4409,blue,0,N1,e1,301.89528229267785,271.7057540634101,327.1039948935458,-1.3303784936163257,0,1
145,4413,blue,0,N1,e1,476.25226634564257,428.62703971107834,477.0978426155793,-1.0065091905512402,0,1
146,4451,blue,0,N1,e1,525.8738194720956,473.2864375248861,463.9054275310393,-1.0349944807418967,0,1
147,4482,blue,0,N1,e1,271.95840268423,244.76256241580703,509.25930234215457,-0.9370656119952401,1,1
148,4483,blue,0,N3,e1,665.0102213808545,598.5091992427691,468.11735052190915,-1.0259000239736114,0,1
149,4489,blue,0,N1,e1,353.7085113021921,318.3376601719729,313.5305318634137,-1.3596865491033427,1,1
150,4495,blue,0,N1,e1,320.8261407538754,288.74352667848785,457.2554982859845,-1.0493531226644592,1,1
151,4513,blue,0,N1,e1,529.7476735265348,476.77290617388127,195.35910441324097,-1.6148443334507319,1,1
152,4514,blue,0,N1,e1,427.63690036894207,384.87321033204785,504.9892260700706,-0.9462856343313392,1,1
153,4709,blue,0,N1,e1,579.9952429716141,521.9957186744526,589.1944565948626,-0.7644682482273546,1,1
154,4739,blue,0,N1,e1,720.0923817571368,648.0831435814231,744.0095953899553,-0.4301887303206625,0,1
155,4860,blue,0,N4,e1,561.6173098370224,505.45557885332016,613.0186616206245,-0.7130266138206404,1,1
156,4865,blue,0,N1,e1,396.66997581782,357.002978236038,737.1913788388616,-0.44491074109700957,1,1
157,4868,blue,0,N3,e1,502.0342711810577,451.83084406295194,417.9027117064447,-1.1343243381959374,0,1
158,4892,blue,0,N1,e1,414.8247495427375,373.34227458846374,687.4235779033248,-0.5523702352620259,1,1
159,4946,blue,0,N1,e1,429.1723661663193,386.2551295496874,436.8397161342325,-1.09343523161382,0,1
160,4993,blue,0,N1,e1,274.48542788748057,247.0368850987325,636.0601377286592,-0.6632750611934333,1,1
161,4999,blue,0,N1,e1,550.311978196206,495.2807803765854,806.5891587016783,-0.29506585785828815,1,1
162,5013,blue,0,N1,e1,427.9404088183667,385.14636793653,568.8568910734192,-0.8083814704794884,1,1
163,5018,blue,0,N1,e1,312.11480488417317,280.9033243957559,803.447942906637,-0.3018484251819988,1,1
164,5032,blue,0,N4,e1,688.4739554787176,619.6265599308458,724.4810739984097,-0.47235505053329097,1,1
165,5041,blue,0,N1,e1,624.9418849739866,562.4476964765879,352.1847043795861,-1.2762237931070424,0,1
166,5058,blue,0,N1,e1,482.5032389517623,434.25291505658606,680.8619681677262,-0.5665381761764534,1,1
167,5076,blue,0,N1,e1,449.96471071752904,404.9682396457761,502.7798057117255,-0.9510562528767152,1,1
168,5101,blue,0,N1,e1,402.997942419968,362.69814817797123,646.2384269257201,-0.6412979236060578,1,1
169,5102,blue,0,N1,e1,589.4585532668675,530.5126979401808,566.3451969971107,-0.8138047636502471,1,1
170,5125,blue,0,N1,e1,397.19681355368647,357.4771321983178,591.0172680640198,-0.7605324022636651,1,1
171,5136,blue,0,N1,e1,331.6150197032931,298.4535177329638,542.9190541438269,-0.8643868953484506,0,1
172,5160,blue,0,N1,e1,590.380244595061,531.3422201355548,781.2400489962072,-0.34980009275067936,0,1
173,5171,blue,0,N1,e1,429.27885543021245,386.3509698871912,510.19933253950586,-0.9350358825796676,1,1
174,5202,blue,0,N3,e1,387.1543709948987,348.43893389540887,715.7299201818477,-0.49125069279214983,1,1
175,5337,blue,0,N1,e1,506.7671489558452,456.0904340602607,509.8216965119476,-0.9358512808037616,0,1
176,5434,blue,0,N1,e1,455.5570003274289,410.001300294686,647.2488353638961,-0.6391162322790269,0,1
177,5447,blue,0,N1,e1,512.871520125984,461.58436811338566,677.8423861737448,-0.5730581096990001,1,1
178,5488,blue,0,N1,e1,658.6651999843581,592.7986799859223,721.9912589407691,-0.4777311021495771,1,1
179,5496,blue,0,N1,e1,379.67128703275,341.70415832947504,612.5046798668682,-0.7141364120884047,0,1
180,5522,blue,0,N1,e1,381.15644089407544,343.04079680466793,590.7954322903638,-0.7610113938923221,0,1
181,5573,blue,0,N4,e1,599.1613660540877,539.245229448679,554.8259437003337,-0.8386773340504085,1,1
182,5574,blue,0,N4,e1,588.5583234213434,529.702491079209,701.280489684121,-0.5224501523437077,1,1
183,5605,blue,0,N2,e1,506.6381850025704,455.9743665023134,584.1201274491232,-0.7754248272398421,1,1
184,5640,blue,0,N1,e1,613.548484481982,552.1936360337838,733.3415203801552,-0.45322342188263165,1,1
185,5663,blue,0,N1,e1,489.22309973413775,440.300789760724,594.6123211115076,-0.7527699017167787,0,1
186,5693,blue,0,N1,e1,669.1173211280336,602.2055890152303,791.1143311311766,-0.32847937245522413,1,1
187,5702,blue,0,N1,e1,422.21971001674774,379.99773901507297,612.7830893626082,-0.7135352655032521,0,1
188,5725,blue,0,N1,e1,631.7622329309618,568.5860096378656,632.782424428541,-0.6703523562843872,0,1
189,5770,blue,0,N1,e1,459.9554573856893,413.95991164712035,635.3318691007213,-0.6648475513759075,0,1
190,5782,blue,0,N2,e1,504.1650920160711,453.74858281446404,622.7423631869855,-0.6920310296861079,0,1
191,5859,blue,0,N2,e1,571.8751243106831,514.6876118796148,598.0393895373611,-0.7453701164622901,0,1
192,5900,blue,0,N1,e1,459.62419445212555,413.661775006913,807.531658993541,-0.29303079497204315,1,1
193,5905,blue,0,N2,e1,484.9157558433426,436.4241802590083,546.8297518260513,-0.8559428494620658,0,1
194,5953,blue,0,N1,e1,487.26459097406695,438.53813187666026,502.73473751706933,-0.951153564899944,0,1
195,5979,blue,0,N1,e1,560.0652371886786,504.0587134698107,789.6269356153304,-0.33169098250733764,1,1
196,6000,blue,0,N4,e1,417.63002248000805,375.86702023200723,572.7805318432638,-0.7999094776550744,0,1
197,6030,blue,0,N1,e1,509.0753047162468,458.16777424462214,553.4640107019497,-0.8416180432708652,1,1
198,6040,blue,0,N1,e1,245.74809676894378,221.1732870920494,752.5779599795476,-0.4116877697133884,0,1
199,6063,blue,0,N3,e1,359.3824813732705,323.44423323594344,681.7846672599493,-0.5645458683819973,1,1
200,6093,blue,0,N1,e1,465.6096938955691,419.0487245060122,863.6082823142383,-0.17194918269969062,1,1
201,6148,blue,0,N4,e1,310.9342044571996,279.8407840114796,669.1819348566314,-0.591757905556631,1,1
202,6230,blue,0,N1,e1,351.32751126020185,316.19476013418165,560.8661184080249,-0.825635284641845,0,1
203,6245,blue,0,N1,e1,612.8309054562671,551.5478149106405,634.3546097505383,-0.666957666620395,1,1
204,6269,blue,0,N4,e1,508.78580116639375,457.9072210497544,552.3656325467623,-0.843989680328151,0,1
205,6318,blue,0,N1,e1,545.5400840194496,490.9860756175047,549.0979372500601,-0.8510453443733407,1,1
206,6365,blue,0,N3,e1,437.69895926230566,393.9290633360751,702.7615293974427,-0.5192522658500289,1,1
207,6380,blue,0,N1,e1,306.1618860918076,275.54569748262685,577.7019276435498,-0.7892831149598535,1,1
208,6385,blue,0,N1,e1,507.21983573412837,456.4978521607155,707.8368393328301,-0.5082935690996171,0,1
209,6386,blue,0,N1,e1,537.904703135644,484.1142328220796,654.6272551814876,-0.6231846209473846,0,1
210,6389,blue,0,N1,e1,469.9994604272794,422.9995143845515,490.3036947012331,-0.9779948869560199,0,1
211,6444,blue,0,N4,e1,631.2825450519011,568.1542905467111,862.3260230316919,-0.17471785905871465,1,1
212,6482,blue,0,N1,e1,443.0895888321445,398.7806299489301,560.201131682017,-0.8270711354501984,1,1
213,6490,blue,0,N1,e1,450.048497623716,405.0436478613444,774.6665684372497,-0.3639936653516489,0,1
214,6552,blue,0,N4,e1,579.0532830177777,521.147954716,752.683061209538,-0.4114608333248283,1,1
215,6570,blue,0,N1,e1,412.08706320128766,370.8783568811589,602.6980038390567,-0.7353111561112279,0,1
216,6634,blue,0,N4,e1,496.860966417263,447.1748697755367,506.82925302438923,-0.9423126163951601,1,1
217,6678,blue,0,N1,e1,403.81170331946123,363.4305329875151,559.9059980104479,-0.8277083931642566,0,1
218,6868,blue,0,N1,e1,459.36043062936835,413.4243875664315,799.3305441942255,-0.31073878349790124,1,1
219,6872,blue,0,N1,e1,535.8879330446579,482.2991397401921,1320.3349558011828,0.8142229282229809,0,1
220,6903,blue,0,N1,e1,421.28537444956334,379.156837004607,1164.3852751388044,0.47749368794809616,0,1
221,6927,blue,0,N3,e1,604.6909740924715,544.2218766832243,1380.3552870469007,0.9438198626673179,0,1
222,6995,blue,0,N1,e1,633.8415076514042,570.4573568862638,1196.3164876934302,0.5464401128391659,0,1
223,6999,blue,0,N1,e1,452.6474369717694,407.3826932745925,1143.4589411073955,0.432309186574284,0,1
224,7032,blue,0,N3,e1,424.4401751656001,381.99615764904013,1380.5132998836664,0.9441610467098359,0,1
225,7042,blue,0,N1,e1,501.88030128258384,451.69227115432545,1161.699090816333,0.47169363242824963,0,1
226,7076,blue,0,N1,e1,549.657388718263,494.6916498464367,1600.6668558245835,1.4195204018616492,1,1
227,7087,blue,0,N1,e1,387.8917942066615,349.10261478599534,893.9545272944171,-0.10642504713256816,0,1
228,7159,blue,0,N4,e1,392.36360334128346,353.12724300715513,1073.9502771712807,0.2822248805319913,0,1
229,7186,blue,0,N4,e1,651.9665439205211,586.769889528469,844.708906150053,-0.21275704168603235,1,1
230,7189,blue,0,N1,e1,510.9757605993364,459.87818453940275,1362.0316260514946,0.9042550978032233,0,1
231,7190,blue,0,N1,e1,423.0276156419169,380.72485407772524,1199.0448961000527,0.552331339329784,1,1
232,7216,blue,0,N1,e1,473.79097996371263,426.4118819673414,1704.3435115061295,1.6433808250033157,0,1
233,7279,blue,0,N4,e1,536.2054990569303,482.5849491512373,1458.958944827038,1.113542236286246,0,1
234,7280,blue,0,N2,e1,558.161275125908,502.3451476133172,1344.4694171677509,0.8663344734720028,0,1
235,7371,blue,0,N4,e1,512.0862167602731,460.87759508424585,1241.78076494001,0.6446073644286765,1,1
236,7409,blue,0,N1,e1,348.0568296717103,313.2511467045393,1052.6733668603088,0.2362834088086776,1,1
237,7443,blue,0,N3,e1,243.67102131034335,219.30391917930902,1356.676396517463,0.892691993827422,1,1
238,7446,blue,0,N1,e1,508.4699636712903,457.6229673041613,1135.1736662595285,0.41441947822001807,0,1
239,7453,blue,0,N3,e1,326.74386572952886,294.069479156576,1343.0922484258856,0.8633608669714382,0,1
240,7508,blue,0,N1,e1,470.69993966687287,423.6299457001856,1284.6895102754863,0.7372566674384332,1,1
241,7522,blue,0,N1,e1,539.3310693552443,485.3979624197199,1148.6640788700522,0.44354820980857995,1,1
242,7576,blue,0,N1,e1,499.3038654163939,449.3734788747545,1431.2009306113428,1.053606653227079,1,1
243,7602,blue,0,N1,e1,435.0427912193385,391.53851209740463,1085.699661141974,0.30759435305252025,0,1
244,7607,blue,0,N1,e1,474.37260634400184,426.9353457096017,1388.269061927143,0.960907421883932,1,1
245,7637,blue,0,N4,e1,408.7683752681362,367.89153774132257,1244.5649136018676,0.6506189462397949,0,1
246,7661,blue,0,N4,e1,515.0323886595221,463.5291497935699,1225.6220776767477,0.6097172481880578,1,1
247,7693,blue,0,N1,e1,401.66483094166136,361.4983478474952,1186.369614945093,0.5249626536392987,1,1
248,7735,blue,0,N1,e1,578.4068976958331,520.5662079262498,670.9691272978565,-0.5878989688124026,1,1
249,7740,blue,0,N1,e1,422.1706018742135,379.95354168679216,539.3351317351462,-0.8721253624280456,0,1
250,7745,blue,0,N4,e1,473.98555812609413,426.58700231348473,466.892727689085,-1.0285442507162932,0,1
251,7765,blue,0,N1,e1,542.5915242562074,488.3323718305867,608.1075624582596,-0.7236307438376676,1,1
252,7819,blue,0,N1,e1,481.3191457106981,433.1872311396283,592.3598270436655,-0.7576335257586274,0,1
253,7836,blue,0,N2,e1,612.2032153550147,550.9828938195133,481.1700964692699,-0.9977163097929372,1,1
254,7878,blue,0,N1,e1,569.3013719684714,512.3712347716242,481.2961312778433,-0.9974441732604425,0,1
255,7920,blue,0,N1,e1,410.54301524134576,369.48871371721117,438.22065845746,-1.0904534771312924,0,1
256,7941,blue,0,N1,e1,427.9333375870655,385.140003828359,493.58318927065386,-0.9709137457176649,0,1
257,7946,blue,0,N3,e1,540.4007786751625,486.3607008076463,426.7262705537893,-1.1152723577457853,0,1
258,7952,blue,0,N4,e1,487.44424792904726,438.6998231361425,338.0577403021483,-1.3067269776020767,0,1
259,8092,blue,0,N4,e1,510.1286133088317,459.11575197794855,341.8114945131252,-1.298621806765739,1,1
